Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege;commentFP
ACT;BG;167-02;;;Politique de mémoire;Politique de mémoire;
ACT;BG;167-01;;;Liens armées-jeunesse;Liens armées-jeunesse;
PGM;BG;158;MB;12;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;Indemnisation des victime;
ACT;BG;158-01;;;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;Indemn. orph. déport.;
ACT;BG;158-02;;;Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale;Indemn. vict.actes barb.;
MSN;BG;OA;;;Outre-mer;Outre-mer;Le ministère des outre-mer coordonne l’action du Gouvernement en faveur des outre-mer et met en œuvre directement des moyens budgétaires en faveur de l’emploi outre-mer (programme 138) et des conditions de vie outre-mer (programme 123). Les moyens de la mission finance les mesures suivantes : soutien à l'emploi, insertion socio-professionnelle des jeunes, formation en mobilité, logement social, effort d'équipement des territoires ou encore continuité territoriale.
PGM;BG;138;OA;44;Emploi outre-mer;Emploi outre-mer;Le programme 138 « Emploi outre-mer » est mobilisé par le ministère des outre-mer pour soutenir l’emploi, au travers des actions menées en faveur de la compétitivité des entreprises, ainsi que des actions menées pour améliorer l’employabilité des jeunes et la qualification des actifs ultramarins.
ACT;BG;138-02;;;Aide à l'insertion et à la qualification professionnelle;Aide à l'insertion et à l;
SSA;BG;138-02-18;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - Commandement du SMA;Aides à la qualification ;
SSA;BG;138-02-26;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Polynésie Française;Aides à la qualification ;
SSA;BG;138-02-31;;;Formation en mobilité: subventions;Formation en mobilité: su;
SSA;BG;138-02-11;;;Aides à l'insertion et à l'emploi dans les collectivités d'outre-mer;Aides à l'insertion et à ;
SSA;BG;138-02-17;;;Accompagnement, évaluations et dialogue social;Accompagnement, évaluatio;
SSA;BG;138-02-19;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - Détachement du SMA Périgueux;Aides à la qualification ;
SSA;BG;138-02-20;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Guadeloupe;Aides à la qualification ;
SSA;BG;138-02-21;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Guyane;Aides à la qualification ;
SSA;BG;138-02-23;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Martinique;Aides à la qualification ;
SSA;BG;138-02-24;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - BSMA Mayotte;Aides à la qualification ;
SSA;BG;138-02-25;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi -RSMA Nouvelle-Calédonie;Aides à la qualification ;
SSA;BG;138-02-27;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Réunion;Aides à la qualification ;
SSA;BG;138-02-30;;;Passeport mobilité formation professionnelle;Passeport mobilité format;
ACT;BG;138-01;;;Soutien aux entreprises;Soutien aux entreprises;
SSA;BG;138-01-01;;;Abaissement du coût du travail - Exonération de cotisations sociales;Abaissement du coût du tr;
SSA;BG;138-01-02;;;Abaissement du coût du fret;Abaissement du coût du fr;
SSA;BG;138-01-03;;;Autres aides aux entreprises;Autres aides aux entrepri;
ACT;BG;138-03;;;Pilotage des politiques des outre-mer;Pilotage des politiques d;
ACT;BG;138-04;;;Financement de l'économie;Financement économie;
PGM;BG;123;OA;44;Conditions de vie outre-mer;CondVieOutre-mer;Le programme 123 « Conditions de vie outre-mer » est mobilisé par le ministère des outre-mer pour conduire des actions spécifiques en faveur des territoires ultramarins, ne relevant pas des crédits des autres ministères : logement social, contrats de convergence et de transformation, fonds exceptionnel d'investissement, aide à la mobilité, accompagnement d'associations et fonds de coopération régional.
ACT;BG;123-07;;;Insertion économique et coopération régionales;Insertion économique et c;
SSA;BG;123-07-01;;;Intégration des collectivités d'outre-mer dans leur environnement régional;Intégration des collectiv;
SSA;BG;123-07-02;;;Défense des intérêts des collectivités d'outre-mer dans le cadre international;Défense des intérêts des ;
ACT;BG;123-01;;;Logement;Logement;
SSA;BG;123-01-05;;;Logement social - Aide exceptionnelle de l'Etat prévue par l'article 3 de la Loi du 30/12/1996;Logement social - Aide ex;
SSA;BG;123-01-02;;;Logement social - Accession à la propriété;Logement social - Accessi;
SSA;BG;123-01-01;;;Logement social - Construction de logements locatifs sociaux;Logement social - Constru;
SSA;BG;123-01-03;;;Logement social - Amélioration du parc locatif social;Logement social - Amélior;
SSA;BG;123-01-04;;;Logement social - Amélioration du parc privé;Logement social - Amélior;
SSA;BG;123-01-07;;;Accompagnement des politiques urbaines d'aménagement (hors CPER);Accompagnement des politi;
SSA;BG;123-01-08;;;Accompagnement des politiques urbaines d'aménagement (CPER);Accompagnement des politi;
SSA;BG;123-01-12;;;Résorption de l'habitat insalubre (hors CPER);Résorption de l'habitat i;
SSA;BG;123-01-06;;;Logement social - Etudes et manifestations;Logement social - Etudes ;
SSA;BG;123-01-16;;;Plan de relance 2009 - Logement;Plan de relance - Logemen;
ACT;BG;123-02;;;Aménagement  du territoire;Aménagement  du territoir;
SSA;BG;123-02-04;;;Autres interventions non contractualisé;Autres interventions non ;
SSA;BG;123-02-02;;;Contrats en cours;Contrats en cours;
SSA;BG;123-02-03;;;Anciennes générations de contrats;Anciennes générations de ;
ACT;BG;123-04;;;Sanitaire, social, culture, jeunesse et sports;Sanitaire, social, cultur;
SSA;BG;123-04-01;;;Aides sociales;Aides sociales;
SSA;BG;123-04-02;;;Actions sanitaires et sociales;Actions sanitaires et soc;
SSA;BG;123-04-05;;;Protection sociale;Protection sociale;
SSA;BG;123-04-06;;;Culture, jeunesse et sports;Culture, jeunesse et spor;
SSA;BG;123-04-04;;;Agence de santé de Wallis-et-Futuna;Agence de santé de Wallis;
ACT;BG;123-03;;;Continuité territoriale;Continuité territoriale;
SSA;BG;123-03-02;;;Fonds de continuité territoriale;Fonds de continuité terri;
SSA;BG;123-03-04;;;Désenclavement  - Desserte aérienne et maritime (hors CPER);Désenclavement  - Dessert;
SSA;BG;123-03-03;;;Fonds d'échanges éducatifs, culturels et sportifs;Fonds d'échanges éducatif;
ACT;BG;123-06;;;Collectivités territoriales;Collectivités territorial;
SSA;BG;123-06-06;;;Programmes prioritaires ciblés -  Dotation de 1er numérotage;Programmes prioritaires c;
SSA;BG;123-06-05;;;Programmes prioritaires ciblés - Réforme de l'état-civil à Mayotte;Programmes prioritaires c;
SSA;BG;123-06-11;;;Dotations de rattrapage et d'aide au développement;Dotations de rattrapage e;
SSA;BG;123-06-12;;;Dotations de rattrapage et d'aide au développement aide à la reconversion de l'économie polynésienne;Dotations de rattrapage e;
SSA;BG;123-06-14;;;Subventions d'équilibre;Subventions d’équilibre;
SSA;BG;123-06-16;;;Actions d'urgence et de solidarité nationale suite aux calamités et actions de défense civile;Actions d'urgence et de s;
SSA;BG;123-06-19;;;Moyens de sécurité civile;Moyens de sécurité civile;
SSA;BG;123-06-20;;;Lutte contre l'orpaillage clandestin en Guyane;Lutte contre l'orpaillage;
SSA;BG;123-06-13;;;Travaux divers d'intérêt local;Travaux divers d’intérêt ;
ACT;BG;123-08;;;Fonds exceptionnel d'investissement;Fonds exceptionnel d'inve;
SSA;BG;123-08-01;;;Fonds exceptionnel d'investissement;Fonds exceptionnel d'inve;
SSA;BG;123-08-02;;;Plan de relance 2009 - Fonds exceptionnel d'investissement;Plan de relance - Fonds e;
ACT;BG;123-09;;;Appui à l'accès aux financements bancaires;Appui à l'accès aux finan;
SSA;BG;123-09-01;;;Agence française de développement (AFD) - Bonification d'intérêts;Agence française de dével;
SSA;BG;123-09-02;;;Fonds de garantie agriculture et pêche;Fonds de garantie agricul;
MSN;CCF;ZF;;;Prêts et avances à des particuliers ou à des organismes privés;Prêts&avPartOrgPriv;
PGM;CCF;861;ZF;7;Prêts et avances pour le logement des agents de l'État;Prêts&avancLogtAgtEtat;Le programme 861 permet le financement d’avances pour la location d’un logement à l’étranger par les agents de l’État.
ACT;CCF;861-04;;;Avances aux agents de l'État à l'étranger pour la prise en location d'un logement;Avances aux agents de l'É;
PGM;CCF;869;ZF;23;Prêts à la société concessionnaire de la liaison express entre Paris et l'aéroport Paris-Charles de Gaulle;PrêtsCDGExpress;Le programme « Prêts à la société concessionnaire de la liaison expresse entre Paris et l’aéroport Paris-Charles de Gaulle » permet le financement de la construction de l’infrastructure du projet de liaison ferroviaire Charles de Gaulle Express. Le projet « CDG Express » vise à réaliser une liaison ferroviaire rapide, directe et à haut niveau de service entre Paris et l’aéroport Paris-Charles de Gaulle. La mise en service initialement prévue fin 2023 a été reportée à la fin de l’année 2025, afin de minimiser la gêne pour les voyageurs des lignes ferroviaires concernées en mutualisant les plages de perturbation avec d’autres travaux prévus sur la même période.
ACT;CCF;869-01;;;Prêts à la société concessionnaire de la liaison express entre Paris et l'aéroport Paris-Charles de Gaulle;Prêts à la société conces;
PGM;CCF;862;ZF;7;Prêts pour le développement économique et social;PrêtsDéveEco&Social;Le programme permet de financer des prêts du Fonds pour le développement économique et social (FDES) attribués par l’État à des entreprises pour accompagner leur restructuration financière et commerciale. Dans le contexte de crise économique liée à la covid-19, le programme a également été utilisé en 2020, de manière exceptionnelle, pour apporter des liquidités sous forme de prêt bonifié aux entreprises durement affectées par la crise. Enfin, jusqu’au 31 décembre 2020, les Comités départementaux d’examen des problèmes de financement des entreprises (CODEFI) ont également la possibilité d’utiliser l’enveloppe du FDES pour proposer des prêts participatifs, au sens de l’article L313-14 du code monétaire et financier, à des entreprises de 50 salariés au maximum.
ACT;CCF;862-01;;;Prêts pour le développement économique et social;Prêts pour le développeme;
ACT;CCF;862-02;;;Prêts participatifs pour le développement économique et social;Prêts participatifs FDES;
PGM;CCF;868;ZF;7;Prêts et avances pour le développement du commerce avec l'Iran;PrêtsAvanceCommerceIran;Ce programme permet de fournir les crédits nécessaires à l’amorçage d’un outil de financement souverain des échanges commerciaux avec l’Iran.
ACT;CCF;868-01;;;Prêts et avances pour le développement du commerce avec l'Iran;Prêts et avances pour le ;
PGM;CCF;876;ZF;12;Prêts octroyés dans le cadre des programmes des investissements d'avenir;Prêts inv avenir;Le présent programme permet de financer le prêt en faveur du Plan Nano 2020 porté par le Programme d'investissements d'avenir (PIA) 3 à hauteur de 200 M€.
ACT;CCF;876-01;;;Prêts octroyés dans le cadre des programmes des investissements d'avenir;Prêts Inv.avenir;
PGM;CCF;877;ZF;7;Avances remboursables et prêts bonifiés aux entreprises touchées par la crise de la covid-19;Prêts et av. ent covid-19;Le programme temporaire 877, créé dans le cadre de la deuxième loi de finances rectificative pour 2020, a pour vocation de répondre aux difficultés économiques des entreprises touchées dans le contexte de la crise sanitaire, en mettant en place un dispositif public d’octroi d’avances remboursables sous condition d’amortissement ou non à taux bonifiés, selon des principes compatibles avec la réglementation européenne des aides d’Etat. Les entreprises ciblées sont notamment les entreprises industrielles de 50 à 250 salariés.
ACT;CCF;877-01;;;Avances remboursables et prêts bonifiés aux entreprises touchées par la crise du covid-19;PrêtsAv. Ent covid-19;
MSN;CCF;ZB;;;Avances à divers services de l'État ou organismes gérant des services publics;AvancesServicesÉtat;Les règles d’emploi des avances découlent de l’article 24 de la Loi organique relative aux lois de finances. Celle-ci dispose que les avances sont accordées pour une durée déterminée et sont assorties d’un taux d’intérêt respectant le principe de neutralité budgétaire. Ces règles doivent être strictement appliquées. En conséquence, l’objectif retenu est celui de leur respect, analysé au moyen de deux indicateurs portant sur la neutralité des avances pour le budget de l’État et le respect de condition de durée des avances.
PGM;CCF;821;ZB;7;Avances à l'Agence de services et de paiement, au titre du préfinancement des aides communautaires de la politique agricole commune;AvancesAgenceServPaiement;L'objet du programme est de permettre à l’État d’accorder des avances à l’Agence de services et de paiement (ASP), afin de préfinancer les aides communautaires de la politique agricole commune (PAC) avant leur remboursement par l’Union européenne. Conformément aux règles financières applicables en matière d’avances, fixées par l'article 24 de la loi organique relative aux lois de finances, l’opération de préfinancement des aides agricoles communautaires par des avances du Trésor est neutre financièrement pour l’État. Le montant de crédits ouverts en 2021 s'élève à 10 milliards d'euros.
ACT;CCF;821-01;;;Avances au titre du préfinancement des aides communautaires de la politique agricole commune;Avances au titre du préfi;
PGM;CCF;823;ZB;7;Avances à des organismes distincts de l'État et gérant des services publics;AvancesOrgaDistinctsEtat;L’objet du programme 823 est d’octroyer des avances à divers organismes, distincts de l’État, gérant des services publics afin de prévenir une fragmentation de la dette des administrations publiques ou un accroissement de leur charge d’intérêt. Il s’agit principalement d’avances de court terme inférieures à un an qui permettent de répondre à des situations d'urgence ou de couvrir provisoirement un besoin de financement imprévu. Des avances de moyen terme (de un à deux ans, renouvelable une fois) peuvent également être octroyées aux organismes divers d'administration centrale (ODAC), qui ne peuvent emprunter pour une durée supérieure à 12 mois, pour financer des dépenses d’investissement. Le remboursement des avances doit être garanti par une ressource certaine et durable.
ACT;CCF;823-01;;;Avances à des organismes distincts de l'État et gérant des services publics;Avances à des organismes ;
PGM;CCF;824;ZB;7;Avances à des services de l'État;AvancesServicesÉtat;L'objet du programme est de permettre d'octroyer des avances à des services non distincts de l'État. Le programme porte actuellement sur les crédits correspondant à une seule avance, bénéficiant au Budget annexe du contrôle et exploitation aériens (BACEA). Les avances substituent à un financement bancaire ou obligataire obtenu par le bénéficiaire une ressource de l’État qui dispose de meilleures conditions financières. Elles permettent de prévenir une fragmentation de la dette des administrations publiques ou un accroissement de leur charge d’intérêt. Au total, les créances du secteur privé sur les administrations publiques sont plus faibles. Un tel mode de financement n’a cependant pas vocation à être pérenne, conformément à la loi organique relative aux lois de finances (LOLF), dont l’article 24 dispose que « les avances sont accordées pour une durée déterminée ». Les avances du Trésor permettent de concourir au financement des investissements du BACEA.
ACT;CCF;824-01;;;Avances au budget annexe « Contrôle et exploitation aériens »;Avances au budget annexe ;
PGM;CCF;825;ZB;7;Avances à l'Office national d'indemnisation des accidents médicaux, des affections iatrogènes et des infections nosocomiales (ONIAM) au titre de l'indemnisation des victimes du Benfluorex;Avances ONIAMBenfluorex;La loi de finances rectificative pour 2011 a instauré un mécanisme spécifique de solidarité nationale destiné à alléger et faciliter les démarches des personnes s'estimant victimes du Benfluorex (Médiator). Si les Laboratoires Servier refusent d'indemniser une victime dont la demande a été reconnue valable, l'ONIAM indemnise les victimes puis se retourne contre les Laboratoires Servier. Dans l'attente des décisions de justice, l'ONIAM peut bénéficier d'une avance. En outre, comme le permet l’article 24 de la loi organique relative aux lois de finances, le décret n° 2013-909 du 10 octobre 2013 exonère d’intérêts les avances de l’État à l’ONIAM au titre de l’indemnisation des victimes du Benfluorex
ACT;CCF;825-01;;;Avances à l'ONIAM au titre de l'indemnisation des victimes du Benfluorex;Avances à l'ONIAM au titr;
PGM;CCF;826;ZB;7;Avances aux exploitants d'aéroports touchés par la crise de covid-19 au titre des dépenses de sûreté-sécurité;Avan.Aérop covid19;L’objet du programme est de permettre d’octroyer des avances aux exploitants d’aérodromes touchés par la crise sanitaire liée à la COVID-19 au titre des dépenses de sûreté et de sécurité. Il s’agit de services distincts de l’État ayant une mission de service public. Ces avances peuvent être accordées à des structures tant publiques que privées. Le programme porte sur des crédits correspondant à une seule décision d’avance. Par exception au principe selon lequel les avances constituent un relais de trésorerie temporaire limité au court terme, les avances du programme 826 ont vocation à financer un appui de long terme d’une durée maximale exceptionnelle de dix ans, justifié par la reprise progressive du trafic aérien. En effet, le calendrier de remboursement de ces avances est lié au rétablissement des recettes de la taxe aéroport, lui-même fonction du trafic aérien.
ACT;CCF;826-01;;;Avances aux exploitants d'aéroports touchés par la crise de covid-19 au titre des dépenses de sûreté-sécurité;Avances ExplAérop covid19;
MSN;BG;PB;;;Pouvoirs publics;Pouvoirs publics;
PGM;BG;511;PB;7;Assemblée nationale;Assemblée nationale;
ACT;BG;511-01;;;Assemblée nationale;Assemblée nationale;
PGM;BG;501;PB;7;Présidence de la République;Présidence de la Républiq;
ACT;BG;501-01;;;Présidence de la République;Présidence de la Républiq;
PGM;BG;531;PB;7;Conseil constitutionnel;Conseil constitutionnel;
ACT;BG;531-01;;;Conseil constitutionnel;Conseil constitutionnel;
PGM;BG;532;PB;7;Haute Cour;Haute Cour;
ACT;BG;532-01;;;Haute Cour;Haute Cour;
PGM;BG;533;PB;7;Cour de justice de la République;Cour de justice de la Rép;
ACT;BG;533-01;;;Cour de justice de la République;Cour de justice de la Rép;
SSA;BG;533-01-01;;;Cour de justice de la République;Cour de justice de la Rép;
SSA;BG;533-01-02;;;Cour de justice de la République : fonction judiciaire;Cour de justice de la Rép;
PGM;BG;521;PB;7;Sénat;Sénat;
ACT;BG;521-01;;;Sénat;Sénat;
ACT;BG;521-02;;;Jardin du Luxembourg;Jardin du Luxembourg;
ACT;BG;521-03;;;Musée du Luxembourg;Musée du Luxembourg;
PGM;BG;541;PB;7;La Chaîne parlementaire;La chaîne parlementaire;
ACT;BG;541-01;;;La Chaîne parlementaire - Assemblée nationale;La Chaîne parlementaire -;
ACT;BG;541-02;;;Public Sénat;Public Sénat;
PGM;BG;542;PB;7;Indemnités des représentants français au Parlement européen;IndemReprParlEuropéen;
ACT;BG;542-01;;;Indemnités des représentants français au Parlement européen;Indemnités des représenta;
MSN;CAS;YB;;;Gestion du patrimoine immobilier de l'État;Ges.Patrim.Immo.État;Le CAS « gestion du patrimoine immobilier de l’état » finance, grâce aux recettes issues des produits de cessions d’actifs immobiliers et des produits de redevances domaniales ou de loyers perçus par l’État, des projets immobiliers et des dépenses d’entretien à la charge du propriétaire, sur le parc immobilier dont l’État est propriétaire ou qui figure à l’actif de son bilan.
PGM;CAS;721;YB;7;Contribution des cessions immobilières au désendettement de l'État;ContrCessionImmoDsndtEtat;
ACT;CAS;721-01;;;Contribution au désendettement de l'État;Contribution au désendett;
PGM;CAS;723;YB;7;Opérations immobilières et entretien des bâtiments de l'État;Operat.EntrBatEtat;"Le programme ""opérations immobilières et entretien des bâtiments de l'État"" finance, grâce aux recettes issues des produits de cessions d'actifs immobiliers et de produits de redevances domaniales ou de loyers perçus par l'État, des projets immobiliers et des dépenses d'entretien à la charge du propriétaire, sur le parc immobilier dont l'État est propriétaire ou qui figure à l'actif de son bilan, utilisé par les pouvoirs publics, les administrations centrales des ministères, les services déconcentrés de l'État, des opérateurs de l'État."
ACT;CAS;723-11;;;Opérations structurantes et cessions;Operations structurantes;
ACT;CAS;723-12;;;Contrôles règlementaires, audits, expertises et diagnostics;Contrôles règlementaires,;
ACT;CAS;723-13;;;Maintenance à la charge du propriétaire;Maintenance à la charge d;
ACT;CAS;723-14;;;Gros entretien, réhabilitation, mise en conformité et remise en état;Gros entretien, réhabilit;
MSN;BG;EC;;;Enseignement scolaire;Ens. Scolaire;La loi pour une École de la confiance publiée au Journal Officiel le 28 juillet 2019, repose notamment sur quatre mesures : l’abaissement de l’instruction obligatoire à l’âge de 3 ans, l’obligation de formation jusqu’à l’âge 18 ans à partir de la rentrée 2020, le pré-recrutement des enseignants et la création d’un service public de l’École inclusive à partir de la rentrée 2019. Les axes priorisés dans la présentation stratégique de la mission, sont relativement stables tout en privilégiant l'actualité en cours et à venir. Priorité au premier degré-Finalisation de la réforme des lycées et mise en place du nouveau baccalauréat-Renforcer l’attractivité du métier de professeur-Garantir l'accueil de tous les élèves-Une orientation repensée-Une éducation artistique et culturelle renforcée, traduisent les différentes réformes qui doivent être mises en œuvre ou être confortées en 2021.
PGM;BG;230;EC;6;Vie de l'élève;Vie de l'élève;L’amélioration du climat scolaire est une priorité traduite notamment dans le droit des enfants à suivre une scolarité sans subir de harcèlement. Le respect des personnes, des lois et du règlement intérieur de l’établissement est renforcé par la prévention des discriminations de toute sorte. Dans ce cadre, la participation active des élèves à la vie sociale et démocratique de leur classe et de leur établissement est encouragée. L’école promeut la santé des élèves et contribue à améliorer leur qualité de vie, grâce aux actions de repérage et de prise en charge menées avec ses partenaires. Des moyens sont également déployés pour faire face aux difficultés d’ordre social ou matériel. L’organisation de l’accompagnement des élèves en situation de handicap en pôles inclusifs d’accompagnement localisés (PIAL), qui est généralisée, vise à garantir plus de proximité et de réactivité, ainsi que la professionnalisation du métier d’accompagnant d’élèves en situation de handicap (AESH).
ACT;BG;230-04;;;Action sociale;Action sociale;
SSA;BG;230-04-01;;;"Dépenses de personnel concourant à l'action ""action sociale""";Dépenses de personnel con;
SSA;BG;230-04-02;;;Bourses et fonds sociaux;Bourses et fonds sociaux;
SSA;BG;230-04-06;;;Services d'action sociale;Services d'action sociale;
ACT;BG;230-03;;;Inclusion scolaire des élèves en situation de handicap;Inclusion scolaire des él;
ACT;BG;230-05;;;Politique de l'internat et établissements à la charge de l'Etat;Politique de l'internat e;
ACT;BG;230-01;;;Vie scolaire et éducation à la responsabilité;Vie scolaire et éducation;
ACT;BG;230-02;;;Santé scolaire;Santé scolaire;
ACT;BG;230-06;;;Actions éducatives complémentaires aux enseignements;Actions éducatives complé;
ACT;BG;230-99;;;Dépenses de personnel concourant au programme;Dépenses de personnel con;
ACT;BG;230-07;;;Scolarisation à 3 ans;Scolarisation 3 ans;
PGM;BG;143;EC;3;Enseignement technique agricole;Ens.Techn&agrico.;Deuxième réseau éducatif du pays, l'enseignement technique agricole comprend plus de 800 établissements scolaires, de nombreux centres de formation d'apprentis et de formation professionnelle ainsi que des centres d'exploitation agricole. Il se caractérise par des établissements à taille humaine qui favorisent une pédagogie individualisée, adaptée à la diversité des publics. Ces établissements sont ancrés dans les territoires et s'ouvrent à l'Europe et au monde. Ils offrent aux jeunes un lieu d'épanouissement personnel favorable à la construction de leur projet. Une très large palette de formations est proposée dans les secteurs de l'agriculture, de l'agroalimentaire, de l'environnement et des services aux personnes. L'enseignement technique agricole est en lien étroit avec le monde de la recherche et de l'innovation pour promouvoir notamment l'agroécologie. Les jeunes y obtiennent de bons résultats aux examens et une insertion sociale et professionnelle réussie.
ACT;BG;143-05;;;Moyens communs à l'enseignement technique agricole, public et privé;Moyens communs à l'enseig;
SSA;BG;143-05-01;;;Inspection de l'enseignement agricole;Inspection de l'enseignem;
SSA;BG;143-05-02;;;Suivi de l'insertion professionnelle;Suivi de l’insertion prof;
SSA;BG;143-05-03;;;Création, rénovation et délivrance des diplômes et titres de l'enseignement agricole - Hors personnel - Actions locales;Création, rénovation et d;
SSA;BG;143-05-05;;;Création, rénovation et délivrance des diplômes et titres de l'enseignement agricole - Hors personnel - Actions nationales;Création, rénovation et d;
ACT;BG;143-02;;;Mise en oeuvre des enseignements dans les établissements privés;Mise en oeuvre des enseig;
SSA;BG;143-02-01;;;Enseignement agricole privé à temps plein - Personnel - Actions locales;Enseignement agricole pri;
SSA;BG;143-02-03;;;Etablissements privés du rythme approprié;Etablissements privés du ;
SSA;BG;143-02-04;;;Aides à l'enseignement privé - financement des organisations fédératives, des organismes de formation des personnels et des actions pédagogiques;Aides à l'enseignement pr;
SSA;BG;143-02-05;;;Enseignement agricole privé à temps plein - Personnel - Actions nationales;Enseignement agricole pri;
SSA;BG;143-02-06;;;Etablissements privés du temps plein;Etablissements privés du ;
SSA;BG;143-02-07;;;Enseignement agricole privé à temps plein - hors personnel - subvention forfaitaire;Enseignement agricole pri;
ACT;BG;143-01;;;Mise en oeuvre de l'enseignement dans les établissements publics;Mise en oeuvre de l'ensei;
SSA;BG;143-01-04;;;Personnel permanent - Personnels titulaires et stagiaires de l'enseignement agricole public;Personnel permanent - Per;
SSA;BG;143-01-13;;;Réparation des accidents du travail des élèves et étudiants;Réparation des accidents ;
SSA;BG;143-01-15;;;Personnel TOS inclus dans le périmètre de décentralisation;Personnel TOS inclus dans;
SSA;BG;143-01-12;;;Moyens d'ajustement (structurels et conjoncturels) - Personnel non enseignant;Moyens d'ajustement (stru;
SSA;BG;143-01-10;;;Moyens d'appui et de modernisation du système d'enseignement public - Lycées agricoles des collectivités d'outre-mer (hors CPER);Moyens d'appui et de mode;
SSA;BG;143-01-09;;;Moyens d'appui et de modernisation du système d'enseignement public - Lycées agricoles des collectivités d'outre-mer (CPER);Moyens d'appui et de mode;
SSA;BG;143-01-08;;;Moyens d'appui et de modernisation du système d'enseignement public - Actions pédagogiques et modernisation de l'appareil de formation (soutien aux opérateurs nationaux);Moyens d'appui et de mode;
SSA;BG;143-01-11;;;Moyens d'ajustement (structurels et conjoncturels) - Personnel enseignant;Moyens d'ajustement (stru;
SSA;BG;143-01-01;;;Personnel permanent - Personnel mis à disposition par le ministère chargé de l'agriculture;Personnel permanent - Per;
SSA;BG;143-01-02;;;Personnel permanent - Personnel du ministère chargé de l'équipement au titre de des lycées maritimes;Personnel permanent - Per;
SSA;BG;143-01-03;;;Personnel permanent - Charges de pensions des personnels gagés des établissements publics (CFA, CFPPA);Personnel permanent - Cha;
SSA;BG;143-01-05;;;Personnel permanent - Personnel de surveillance des établissements - Assistants d'éducation;Personnel permanent - Per;
SSA;BG;143-01-16;;;Visite médicale des élèves en stage;Visite médicale des élève;
SSA;BG;143-01-17;;;Mise en oeuvre du service partagé des personnels;Mise en oeuvre du service;
SSA;BG;143-01-18;;;Personnel - Autres moyens d'ajustement;Personnel - Autres moyens;
ACT;BG;143-04;;;Évolution des compétences et dynamique territoriale;Évolution des compétences;
SSA;BG;143-04-01;;;Apprentissage et formation professionnelle continue- Action nationales;Apprentissage et formatio;
SSA;BG;143-04-02;;;Apprentissage et formation professionnelle continue - Actions locales (CPER);Apprentissage et formatio;
SSA;BG;143-04-03;;;Apprentissage et formation professionnelle continue - Actions locales (hors CPER);Apprentissage et formatio;
SSA;BG;143-04-05;;;Insertion, adaptation pédagogiques, animation et développement rural - Actions nationales - autres actions;Insertion, adaptation péd;
SSA;BG;143-04-07;;;Insertion, adaptation pédagogiques, animation et développement rural - Actions locales (hors CPER);Insertion, adaptation péd;
SSA;BG;143-04-08;;;Aides à la mobilité internationale (CPER);Aides à la mobilité inter;
SSA;BG;143-04-10;;;Coopération et échanges internationaux - Fonctionnement des réseaux de la coopération et des échanges internationaux;Coopération et échanges i;
SSA;BG;143-04-09;;;Aides à la mobilité internationale (hors CPER;Aides à la mobilité inter;
ACT;BG;143-03;;;Aide sociale aux élèves (enseignement public et privé);Aide sociale aux élèves (;
SSA;BG;143-03-01;;;Bourses et fonds sociaux;Bourses et fonds sociaux;
SSA;BG;143-03-02;;;Inclusion scolaire des élèves en situation de handicap;Inclusion scolaire des él;
ACT;BG;143-99;;;"Dépenses de personnel du programme ""enseignement technique agricole"" à reventiler";Dépenses de personnel du ;
PGM;BG;140;EC;6;Enseignement scolaire public du premier degré;ens. sco. pub. 1er dg;Pour garantir la maîtrise des fondamentaux par tous les élèves, des efforts particuliers sont mis en œuvre pour repérer les écarts entre les élèves et mettre en place les actions de remédiation nécessaires, ainsi que pour accompagner chacun de manière personnalisée à travers les activités pédagogiques complémentaires et les stages de réussite scolaire. L'individualisation des apprentissages est favorisée par le dédoublement des classes de grande section de maternelle en éducation prioritaire (EP), après celui des CP et des CE1, et par la limitation progressive à 24 des effectifs de CP et de CE1 hors EP. Pour améliorer l’inclusion des élèves en situation de handicap, les pôles inclusifs d'accompagnement localisés (PIAL) sont progressivement généralisés sur tout le territoire. La formation continue des enseignants permet de faire évoluer les pratiques pédagogiques. Les territoires ruraux isolés bénéficient de l’amélioration du taux d’encadrement et des avancées du numérique éducatif.
ACT;BG;140-02;;;Enseignement élémentaire;Enseignement élémentaire;
SSA;BG;140-02-01;;;Enseignement élémentaire : personnel;Enseignement élémentaire ;
SSA;BG;140-02-02;;;Enseignement élémentaire : hors personnel (hors CPER);Enseignement élémentaire ;
SSA;BG;140-02-04;;;Droit d'accueil pour les élèves dans les écoles primaires. Remboursement aux communes;Droit d'accueil pour les ;
ACT;BG;140-07;;;Personnels en situations diverses;Personnels en situations ;
